RowID, SubjectID, Condition, Location1Feature, Location2Feature, Location3Feature, Location1Relevance, Location2Relevance, Location3Relevance, CriterionPointMet, CriterionPoint, TotalExperimentTime
1, 1, testing, , , , , , , 1, 1, testing, , , , , , , 1, 1, testing, , , , , , , 
