SubjectID, TrialID, TrialPhase, Time, HMD_x, HMD_y, HMD_z, HMD_Displacement, HMD_Rotation_x, HMD_Rotation_y, HMD_Rotation_z, HMD_RotationalDisplacement, LeftHand_x, LeftHand_y, LeftHand_z, LeftHand_Displacement, RightHand_x, RightHand_y, RightHand_z, RightHand_Displacement, LookingAt, IsRelevant
1, 0, 0, 1.39295, 3.889624, 3.783573, -1.398002, , -0.1225832, 0.6906721, -0.6573373, , 3.19, 0, -0.02, , 3.622803, 3.893809, -1.039576, , floor, 0
1, 0, 0, 1.40419, 3.885969, 3.782166, -1.398555, , -0.122058, 0.6847991, -0.6677226, , 3.19, 0, -0.02, , 3.621967, 3.888853, -1.040563, , floor, 0
1, 0, 0, 1.415478, 3.889684, 3.784207, -1.394657, , -0.1190893, 0.68082, -0.6765344, , 3.19, 0, -0.02, , 3.621374, 3.883457, -1.040132, , floor, 0
1, 0, 0, 1.426723, 3.887532, 3.784223, -1.395239, , -0.1143509, 0.6768841, -0.6847383, , 3.19, 0, -0.02, , 3.602857, 3.866781, -1.048236, , floor, 0
1, 0, 0, 1.43794, 3.885335, 3.785213, -1.396159, , -0.1105427, 0.6741461, -0.6920764, , 3.19, 0, -0.02, , 3.6006, 3.865086, -1.048836, , floor, 0
1, 0, 0, 1.449069, 3.888002, 3.789889, -1.394368, , -0.1060092, 0.6720186, -0.6991172, , 3.19, 0, -0.02, , 3.596972, 3.865894, -1.051949, , floor, 0
1, 0, 0, 1.46005, 3.885118, 3.79303, -1.394202, , -0.1021487, 0.6690964, -0.7058405, , 3.19, 0, -0.02, , 3.570345, 3.851235, -1.066468, , floor, 0
1, 0, 0, 1.471506, 3.880835, 3.798425, -1.394319, , -0.09779176, 0.6659492, -0.7118897, , 3.19, 0, -0.02, , 3.565669, 3.851213, -1.069572, , floor, 0
1, 0, 0, 1.48263, 3.878126, 3.804217, -1.394839, , -0.09371758, 0.6630529, -0.7174323, , 3.19, 0, -0.02, , 3.545928, 3.844957, -1.081544, , floor, 0
1, 0, 0, 1.49361, 3.87396, 3.811207, -1.397282, , -0.09280282, 0.6612289, -0.7214898, , 3.19, 0, -0.02, , 3.532644, 3.843279, -1.090158, , floor, 0
1, 0, 0, 1.504943, 3.8684, 3.817805, -1.399754, , -0.09368339, 0.6589687, -0.7258565, , 3.19, 0, -0.02, , 3.52534, 3.843267, -1.097116, , floor, 0
1, 0, 0, 1.515948, 3.862852, 3.824181, -1.401898, , -0.09351704, 0.6598215, -0.7273985, , 3.19, 0, -0.02, , 3.514279, 3.842147, -1.104624, , floor, 0
1, 0, 0, 1.527103, 3.856617, 3.832364, -1.404436, , -0.09797016, 0.6570373, -0.7307048, , 3.19, 0, -0.02, , 3.489887, 3.835164, -1.118509, , floor, 0
1, 0, 0, 1.538761, 3.85087, 3.841045, -1.406798, , -0.1025625, 0.652915, -0.7345281, , 3.19, 0, -0.02, , 3.478486, 3.835374, -1.127127, , floor, 0
1, 0, 0, 1.549665, 3.842811, 3.84656, -1.410401, , -0.1065272, 0.650057, -0.7375325, , 3.19, 0, -0.02, , 3.469019, 3.836826, -1.133489, , floor, 0
1, 0, 0, 1.560691, 3.835967, 3.855067, -1.413695, , -0.1115701, 0.6473405, -0.7405361, , 3.19, 0, -0.02, , 3.454092, 3.831893, -1.142332, , floor, 0
1, 0, 0, 1.571833, 3.828897, 3.863264, -1.417557, , -0.1181702, 0.6446636, -0.7432189, , 3.19, 0, -0.02, , 3.444437, 3.834807, -1.146861, , floor, 0
1, 0, 0, 1.583054, 3.821422, 3.868682, -1.422766, , -0.1228204, 0.6422334, -0.7455289, , 3.19, 0, -0.02, , 3.438155, 3.838775, -1.153755, , floor, 0
1, 0, 0, 1.5942, 3.815907, 3.87881, -1.426214, , -0.1292114, 0.6413615, -0.745422, , 3.19, 0, -0.02, , 3.416871, 3.833101, -1.163626, , floor, 0
1, 0, 0, 1.605436, 3.802786, 3.886091, -1.431559, , -0.1310322, 0.6425215, -0.7449299, , 3.19, 0, -0.02, , 3.407861, 3.836974, -1.169695, , floor, 0
1, 0, 0, 1.616389, 3.799445, 3.896479, -1.431249, , -0.12979, 0.6463255, -0.742301, , 3.19, 0, -0.02, , 3.398519, 3.842159, -1.174587, , floor, 0
1, 0, 0, 1.627621, 3.794731, 3.906257, -1.431317, , -0.1304239, 0.6537232, -0.7352433, , 3.19, 0, -0.02, , 3.380438, 3.842869, -1.179139, , floor, 0
1, 0, 0, 1.638853, 3.790188, 3.917512, -1.431862, , -0.1285404, 0.6613858, -0.7284396, , 3.19, 0, -0.02, , 3.367686, 3.847612, -1.184847, , floor, 0
1, 0, 0, 1.650111, 3.777026, 3.923517, -1.437455, , -0.1279795, 0.6664965, -0.7236772, , 3.19, 0, -0.02, , 3.359043, 3.854273, -1.186119, , floor, 0
1, 0, 0, 1.661069, 3.77194, 3.935882, -1.44015, , -0.1309092, 0.6691397, -0.7199869, , 3.19, 0, -0.02, , 3.353569, 3.863983, -1.188334, , floor, 0
1, 0, 0, 1.67239, 3.767069, 3.948999, -1.443616, , -0.1351485, 0.6686691, -0.7192529, , 3.19, 0, -0.02, , 3.346718, 3.87278, -1.190417, , floor, 0
1, 0, 0, 1.683529, 3.753687, 3.956441, -1.452697, , -0.1409778, 0.6665218, -0.7189313, , 3.19, 0, -0.02, , 3.337228, 3.880206, -1.193056, , floor, 0
1, 0, 0, 1.694658, 3.749908, 3.969544, -1.456835, , -0.1449918, 0.6679478, -0.7154019, , 3.19, 0, -0.02, , 3.331719, 3.891698, -1.196217, , floor, 0
1, 0, 0, 1.705919, 3.7358, 3.976097, -1.466241, , -0.1483617, 0.6691084, -0.711741, , 3.19, 0, -0.02, , 3.323938, 3.901546, -1.200223, , floor, 0
1, 0, 0, 1.717032, 3.732157, 3.989663, -1.469993, , -0.1512766, 0.668751, -0.7094762, , 3.19, 0, -0.02, , 3.321451, 3.916682, -1.200538, , floor, 0
1, 0, 0, 1.728131, 3.726311, 4.003712, -1.473705, , -0.1550843, 0.667429, -0.7085166, , 3.19, 0, -0.02, , 3.316157, 3.930211, -1.202366, , floor, 0
1, 0, 0, 1.73949, 3.707227, 4.017282, -1.477954, , -0.1596373, 0.6662225, -0.7096432, , 3.19, 0, -0.02, , 3.307617, 3.94353, -1.205873, , floor, 0
1, 0, 0, 1.751143, 3.702469, 4.039516, -1.476909, , -0.1608328, 0.6675676, -0.7087935, , 3.19, 0, -0.02, , 3.300755, 3.957542, -1.205703, , floor, 0
1, 0, 0, 1.762882, 3.698581, 4.060382, -1.476892, , -0.163237, 0.6728814, -0.7024035, , 3.19, 0, -0.02, , 3.293829, 3.973211, -1.206983, , floor, 0
1, 0, 0, 1.773959, 3.684374, 4.074621, -1.483932, , -0.1678978, 0.6743311, -0.698319, , 3.19, 0, -0.02, , 3.286286, 3.988778, -1.208881, , floor, 0
1, 0, 0, 1.785495, 3.679459, 4.095345, -1.48817, , -0.1743187, 0.6711842, -0.6984767, , 3.19, 0, -0.02, , 3.286776, 4.008741, -1.2071, , floor, 0
1, 0, 0, 1.797041, 3.674538, 4.114488, -1.49234, , -0.1782956, 0.6713101, -0.6952575, , 3.19, 0, -0.02, , 3.283649, 4.027388, -1.205603, , floor, 0
1, 0, 0, 1.808497, 3.663564, 4.130502, -1.496329, , -0.1797682, 0.67843, -0.6865473, , 3.19, 0, -0.02, , 3.277348, 4.044931, -1.20399, , floor, 0
1, 0, 0, 1.820099, 3.659497, 4.154765, -1.493086, , -0.1830626, 0.6900895, -0.6744894, , 3.19, 0, -0.02, , 3.278569, 4.063973, -1.201538, , floor, 0
1, 0, 0, 1.832549, 3.655242, 4.181077, -1.489005, , -0.1897949, 0.6978416, -0.6657065, , 3.19, 0, -0.02, , 3.274061, 4.083136, -1.199683, , floor, 0
1, 0, 0, 1.843202, 3.64426, 4.203431, -1.489341, , -0.1967848, 0.7044837, -0.6566077, , 3.19, 0, -0.02, , 3.263427, 4.097813, -1.200019, , floor, 0
1, 0, 0, 1.854372, 3.642356, 4.229668, -1.487365, , -0.2022986, 0.7117567, -0.6459571, , 3.19, 0, -0.02, , 3.264062, 4.118738, -1.195978, , floor, 0
1, 0, 0, 1.86579, 3.642206, 4.255497, -1.485155, , -0.2072294, 0.7188635, -0.6343672, , 3.19, 0, -0.02, , 3.260931, 4.139213, -1.195746, , floor, 0
1, 0, 0, 1.877339, 3.634029, 4.275142, -1.48886, , -0.2118984, 0.7231849, -0.6252761, , 3.19, 0, -0.02, , 3.258586, 4.161584, -1.19424, , floor, 0
1, 0, 0, 1.888833, 3.692026, 4.341314, -1.462033, , -0.2153495, 0.7278762, -0.6161479, , 3.19, 0, -0.02, , 3.262403, 4.187218, -1.188617, , floor, 0
1, 0, 0, 1.900239, 3.692125, 4.370014, -1.459274, , -0.2177395, 0.7318612, -0.609332, , 3.19, 0, -0.02, , 3.263408, 4.211923, -1.18457, , floor, 0
1, 0, 0, 1.912145, 3.688489, 4.395571, -1.458174, , -0.2192446, 0.7344976, -0.6031405, , 3.19, 0, -0.02, , 3.263037, 4.237176, -1.179426, , floor, 0
1, 0, 0, 1.923116, 3.687793, 4.424947, -1.455726, , -0.2206825, 0.7360358, -0.5982154, , 3.19, 0, -0.02, , 3.268025, 4.264841, -1.173295, , floor, 0
1, 0, 0, 1.934067, 3.689828, 4.455095, -1.451075, , -0.2230738, 0.7389333, -0.5911832, , 3.19, 0, -0.02, , 3.269551, 4.290557, -1.169477, , floor, 0
1, 0, 0, 1.945379, 3.685736, 4.481685, -1.448746, , -0.2273998, 0.7393829, -0.5866646, , 3.19, 0, -0.02, , 3.26963, 4.317242, -1.163826, , floor, 0
1, 0, 0, 1.956559, 3.682636, 4.510376, -1.445231, , -0.2310669, 0.7410077, -0.5813559, , 3.19, 0, -0.02, , 3.27406, 4.34483, -1.153141, , floor, 0
1, 0, 0, 1.967692, 3.684614, 4.542776, -1.43615, , -0.2309679, 0.7450614, -0.5750055, , 3.19, 0, -0.02, , 3.276036, 4.371564, -1.145903, , floor, 0
1, 0, 0, 1.979185, 3.681489, 4.574486, -1.425638, , -0.226825, 0.7501319, -0.5698594, , 3.19, 0, -0.02, , 3.276715, 4.396804, -1.142345, , floor, 0
1, 0, 0, 1.990241, 3.677724, 4.604455, -1.417572, , -0.2217339, 0.7547165, -0.5650571, , 3.19, 0, -0.02, , 3.285171, 4.429264, -1.126898, , floor, 0
1, 0, 0, 2.001204, 3.713698, 4.660552, -1.389146, , -0.2167649, 0.7589295, -0.5591525, , 3.19, 0, -0.02, , 3.287355, 4.455722, -1.115494, , floor, 0
1, 0, 0, 2.012524, 3.714726, 4.688166, -1.378932, , -0.2145545, 0.7620336, -0.5546732, , 3.19, 0, -0.02, , 3.289277, 4.480978, -1.10287, , floor, 0
1, 0, 0, 2.023719, 3.713402, 4.71088, -1.367529, , -0.2136843, 0.766349, -0.5488334, , 3.19, 0, -0.02, , 3.306432, 4.523314, -1.079502, , floor, 0
1, 0, 0, 2.034689, 3.718647, 4.733353, -1.353214, , -0.2124567, 0.7710958, -0.5407243, , 3.19, 0, -0.02, , 3.312663, 4.551091, -1.067596, , floor, 0
1, 0, 0, 2.046039, 3.720276, 4.753956, -1.3435, , -0.2095963, 0.7753532, -0.5340088, , 3.19, 0, -0.02, , 3.317269, 4.574949, -1.052309, , floor, 0
1, 0, 0, 2.057084, 3.720396, 4.772193, -1.331624, , -0.2069491, 0.7800093, -0.5268291, , 3.19, 0, -0.02, , 3.329066, 4.596967, -1.041022, , floor, 0
1, 0, 0, 2.068255, 3.725211, 4.792009, -1.317901, , -0.2044063, 0.7837303, -0.5201239, , 3.19, 0, -0.02, , 3.335666, 4.617935, -1.026538, , floor, 0
1, 0, 0, 2.079962, 3.726689, 4.803359, -1.307836, , -0.2032279, 0.7873458, -0.5118179, , 3.19, 0, -0.02, , 3.339895, 4.632947, -1.017161, , floor, 0
1, 0, 0, 2.091682, 3.730103, 4.820291, -1.294446, , -0.2036612, 0.7910972, -0.5040072, , 3.19, 0, -0.02, , 3.342364, 4.6487, -1.004516, , floor, 0
1, 0, 0, 2.101781, 3.732921, 4.834639, -1.282589, , -0.2029906, 0.7955399, -0.4951648, , 3.19, 0, -0.02, , 3.347629, 4.663527, -0.9924337, , floor, 0
1, 0, 0, 2.11278, 3.730782, 4.841628, -1.275003, , -0.2010074, 0.7996958, -0.4865391, , 3.19, 0, -0.02, , 3.345724, 4.669537, -0.9829019, , floor, 0
1, 0, 0, 2.124352, 3.734037, 4.851768, -1.263184, , -0.1990704, 0.8049223, -0.4765164, , 3.19, 0, -0.02, , 3.342936, 4.678298, -0.9751064, , floor, 0
1, 0, 0, 2.135168, 3.736108, 4.859208, -1.252505, , -0.1962833, 0.8112625, -0.4645761, , 3.19, 0, -0.02, , 3.346876, 4.6869, -0.9642172, , floor, 0
1, 0, 0, 2.14634, 3.733529, 4.86033, -1.246016, , -0.193054, 0.8178676, -0.450932, , 3.19, 0, -0.02, , 3.339762, 4.686016, -0.9549826, , floor, 0
1, 0, 0, 2.157698, 3.735704, 4.864289, -1.236063, , -0.1893744, 0.8249133, -0.4370204, , 3.19, 0, -0.02, , 3.342648, 4.695948, -0.9436665, , floor, 0
1, 0, 0, 2.168726, 3.736639, 4.866933, -1.228766, , -0.187186, 0.8316449, -0.422955, , 3.19, 0, -0.02, , 3.344453, 4.699554, -0.9335979, , floor, 0
1, 0, 0, 2.17977, 3.731641, 4.865533, -1.225394, , -0.186668, 0.8377478, -0.4098752, , 3.19, 0, -0.02, , 3.349624, 4.704462, -0.9214374, , floor, 0
1, 0, 0, 2.19104, 3.731043, 4.866014, -1.220176, , -0.1857052, 0.8439725, -0.3981085, , 3.19, 0, -0.02, , 3.357864, 4.713479, -0.9075361, , floor, 0
1, 0, 0, 2.202376, 3.729258, 4.866146, -1.216192, , -0.1827363, 0.8516486, -0.3850319, , 3.19, 0, -0.02, , 3.358573, 4.712805, -0.8984145, , floor, 0
1, 0, 0, 2.213478, 3.72195, 4.861578, -1.216775, , -0.1794882, 0.8581828, -0.3740298, , 3.19, 0, -0.02, , 3.362816, 4.71353, -0.8889356, , floor, 0
1, 0, 0, 2.224614, 3.71948, 4.864102, -1.215661, , -0.1777112, 0.8640634, -0.3653758, , 3.19, 0, -0.02, , 3.365077, 4.712837, -0.8803235, , floor, 0
1, 0, 0, 2.235835, 3.716178, 4.866665, -1.214448, , -0.1752591, 0.8702199, -0.3575464, , 3.19, 0, -0.02, , 3.363773, 4.706725, -0.8730862, , floor, 0
1, 0, 0, 2.247033, 3.702585, 4.857847, -1.220657, , -0.168165, 0.8755203, -0.3527496, , 3.19, 0, -0.02, , 3.363055, 4.693905, -0.8711039, , floor, 0
1, 0, 0, 2.258054, 3.698332, 4.858279, -1.22219, , -0.1607659, 0.8832115, -0.3424083, , 3.19, 0, -0.02, , 3.361881, 4.682742, -0.8669236, , floor, 0
1, 0, 0, 2.269437, 3.694561, 4.858937, -1.223011, , -0.1523798, 0.8911479, -0.3303359, , 3.19, 0, -0.02, , 3.362042, 4.66844, -0.8604183, , floor, 0
1, 0, 0, 2.280895, 3.680366, 4.848445, -1.232934, , -0.1421724, 0.8981935, -0.3191245, , 3.19, 0, -0.02, , 3.364755, 4.654336, -0.8522952, , floor, 0
1, 0, 0, 2.291629, 3.675781, 4.850079, -1.236046, , -0.1337585, 0.9041239, -0.309879, , 3.19, 0, -0.02, , 3.362309, 4.634186, -0.8487639, , floor, 0
1, 0, 0, 2.302731, 3.670244, 4.852884, -1.240825, , -0.1267077, 0.9081486, -0.3052332, , 3.19, 0, -0.02, , 3.363801, 4.613515, -0.8425391, , floor, 0
1, 0, 0, 2.314116, 3.654211, 4.845346, -1.254092, , -0.1212188, 0.9099401, -0.3054097, , 3.19, 0, -0.02, , 3.371116, 4.596472, -0.8349119, , floor, 0
1, 0, 0, 2.325392, 3.647395, 4.848779, -1.260764, , -0.1178885, 0.9119458, -0.3045214, , 3.19, 0, -0.02, , 3.376891, 4.578972, -0.8292106, , floor, 0
1, 0, 0, 2.34219, 3.640145, 4.852864, -1.268541, , -0.1149986, 0.9133162, -0.3037578, , 3.19, 0, -0.02, , 3.360107, 4.519051, -0.8471643, , floor, 0
1, 0, 0, 2.351002, 3.624392, 4.848674, -1.282819, , -0.1122377, 0.9144588, -0.3019639, , 3.19, 0, -0.02, , 3.348401, 4.486433, -0.8580894, , floor, 0
1, 0, 0, 2.360126, 3.618097, 4.851119, -1.290338, , -0.1099349, 0.9162328, -0.2984336, , 3.19, 0, -0.02, , 3.354826, 4.471273, -0.8653554, , floor, 0
1, 0, 0, 2.369473, 3.611689, 4.85569, -1.29858, , -0.1101205, 0.916557, -0.2956524, , 3.19, 0, -0.02, , 3.361923, 4.455953, -0.8727658, , floor, 0
1, 0, 0, 2.381088, 3.597222, 4.853961, -1.311156, , -0.1111451, 0.9155531, -0.2970879, , 3.19, 0, -0.02, , 3.371971, 4.441748, -0.882412, , floor, 0
1, 0, 0, 2.391473, 3.589376, 4.857742, -1.319205, , -0.114725, 0.9134662, -0.3018252, , 3.19, 0, -0.02, , 3.376456, 4.423831, -0.9006314, , floor, 0
1, 0, 0, 2.401471, 3.580544, 4.86212, -1.327215, , -0.1183992, 0.9118534, -0.305155, , 3.19, 0, -0.02, , 3.389187, 4.412079, -0.9110352, , floor, 0
1, 0, 0, 2.41092, 3.565362, 4.859944, -1.337937, , -0.121737, 0.910524, -0.3064883, , 3.19, 0, -0.02, , 3.407123, 4.404449, -0.9255269, , floor, 0
1, 0, 0, 2.421921, 3.559391, 4.861398, -1.342348, , -0.1242357, 0.9106635, -0.3036844, , 3.19, 0, -0.02, , 3.428353, 4.399107, -0.9363445, , floor, 0
1, 0, 0, 2.433243, 3.551356, 4.863245, -1.347821, , -0.1272957, 0.91092, -0.3017656, , 3.19, 0, -0.02, , 3.449255, 4.39776, -0.9473684, , floor, 0
1, 0, 0, 2.444014, 3.539501, 4.863443, -1.352658, , -0.1299156, 0.9096293, -0.3045289, , 3.19, 0, -0.02, , 3.445285, 4.373046, -0.9774113, , floor, 0
